No,Spec.,Species,Kimura et al (2013b),Age,Time Slice,Locality,Tooth,Length,Width,VanDam1997,RatioAnterostyle,Angle(anterostyle),Angle(enterostyle),1X,1Y,2X,2Y,3X,3Y,4X,4Y,5X,5Y,6X,6Y,7X,7Y,8X,8Y,9X,9Y,10X,10Y,11X,11Y,12X,12Y,13X,13Y,UniX,UniY
78,27539,Karnimata sp. (+ large Karnimata sp.),,8.2,Time 6,24,M1/,2.470,1.520,1.065,0.626,62.000,67.000,-0.003,-0.002,0.003,0.002,0.000,0.001,-0.003,-0.005,-0.001,0.000,0.006,0.001,0.008,-0.003,-0.004,0.005,0.004,0.009,-0.008,-0.013,0.031,-0.002,0.004,-0.006,0.002,-0.007,0.002,0.026
79,27545,Karnimata sp. (+ large Karnimata sp.),,8.2,Time 6,24,M1/,2.530,1.620,1.124,0.593,62.000,81.000,0.000,0.000,0.001,0.001,0.000,0.000,-0.001,-0.001,0.000,0.000,0.002,-0.001,0.003,0.003,0.001,-0.001,-0.008,0.004,-0.006,0.001,0.019,0.008,0.000,-0.009,-0.011,0.011,0.032,0.026
80,27546,Karnimata sp. (+ large Karnimata sp.),,8.2,Time 6,24,M1/,2.540,1.570,1.112,0.604,40.000,81.000,0.002,0.001,0.000,-0.002,-0.002,0.000,0.000,-0.007,0.001,-0.001,0.000,0.002,-0.002,0.001,-0.001,-0.009,-0.007,0.002,-0.004,0.009,-0.006,0.018,-0.019,0.015,-0.021,0.010,0.012,0.002
81,27549,Karnimata sp. (+ large Karnimata sp.),,8.2,Time 6,24,M1/,2.600,1.620,1.133,0.681,47.000,73.000,-0.003,-0.002,0.003,0.003,0.000,0.001,-0.004,-0.007,0.002,0.002,0.003,0.004,0.006,0.000,-0.009,0.001,0.001,0.002,-0.017,0.000,0.008,-0.010,-0.002,-0.010,-0.008,0.021,0.030,0.039
82,33161,Karnimata sp. (+ large Karnimata sp.),,8.2,Time 6,24,M1/,2.600,1.670,1.145,0.659,53.000,78.000,0.001,0.000,0.001,-0.001,0.000,0.002,0.000,-0.007,-0.001,-0.002,-0.002,-0.004,0.002,-0.006,-0.002,-0.009,-0.003,0.009,-0.015,-0.005,-0.018,0.014,0.013,0.019,0.032,-0.011,0.041,-0.014
83,27522,morphotype 7,,8.2,Time 6,24,M1/,1.870,1.140,1.087,0.624,45.000,61.000,0.000,-0.001,0.003,0.000,-0.003,0.003,-0.002,-0.006,0.000,-0.002,0.000,-0.002,0.002,0.001,-0.002,0.001,-0.013,0.008,-0.016,0.007,0.014,0.001,0.009,-0.001,-0.023,0.009,0.011,0.024
84,27521,Progonomys sp.,,8.2,Time 6,24,M1/,1.920,1.090,1.093,0.464,41.000,55.000,0.001,0.001,-0.002,0.000,0.002,-0.003,0.002,0.007,0.000,0.003,-0.005,-0.008,-0.002,0.004,0.008,0.008,-0.009,-0.015,-0.002,-0.001,-0.010,0.005,-0.012,0.005,0.003,0.002,-0.016,0.013
85,27523,Progonomys sp.,,8.2,Time 6,24,M1/,1.810,1.120,1.075,0.382,41.000,62.000,-0.001,0.000,0.001,0.001,0.002,0.001,0.000,0.004,0.000,0.006,0.000,0.001,0.000,-0.003,-0.003,0.008,0.004,0.001,0.004,0.007,-0.005,-0.011,0.022,-0.011,0.021,-0.015,0.001,-0.005
86,27524,Progonomys sp.,,8.2,Time 6,24,M1/,1.800,1.020,1.099,0.434,39.000,59.000,-0.001,0.000,0.000,0.000,0.001,0.002,0.001,0.001,0.000,0.003,0.000,0.001,0.000,-0.007,-0.003,0.008,0.007,0.001,0.004,0.005,0.003,0.003,0.005,-0.001,0.003,-0.010,-0.014,0.016
87,27528,Progonomys sp.,,8.2,Time 6,24,M1/,1.610,1.010,1.105,0.424,34.000,63.000,-0.001,0.000,-0.002,0.001,0.003,-0.003,0.000,-0.001,-0.002,0.004,-0.002,-0.005,0.006,0.001,-0.005,0.006,0.012,-0.008,0.006,-0.012,0.005,0.012,0.021,0.011,0.009,-0.011,0.008,-0.016
88,27531,Progonomys sp.,,8.2,Time 6,24,M1/,1.990,1.110,1.037,0.346,45.000,61.000,-0.002,-0.001,0.001,0.001,0.001,0.000,0.000,0.002,0.000,0.001,0.002,-0.001,0.002,-0.001,0.001,0.007,0.001,-0.002,0.008,-0.019,0.016,0.015,-0.012,0.003,-0.004,-0.007,-0.034,0.035
89,27534,Progonomys sp.,,8.2,Time 6,24,M1/,1.650,0.990,1.054,0.463,37.000,65.000,-0.001,-0.002,-0.001,-0.001,-0.001,-0.002,0.000,0.002,0.000,-0.002,-0.002,0.004,-0.003,0.003,0.001,0.001,0.004,-0.003,0.004,-0.001,-0.018,0.007,0.000,0.018,0.005,-0.007,-0.007,-0.038
90,27540,Progonomys sp.,,8.2,Time 6,24,M1/,1.780,1.030,1.055,0.467,53.000,56.000,-0.001,-0.001,0.000,0.002,0.002,-0.002,-0.003,0.007,0.000,-0.005,-0.004,-0.001,0.005,0.015,0.002,0.003,-0.003,-0.013,-0.012,0.006,-0.001,0.014,0.016,-0.010,0.000,0.015,-0.029,0.026
91,27541,Progonomys sp.,,8.2,Time 6,24,M1/,1.740,1.030,1.067,0.362,39.000,55.000,0.001,0.002,-0.001,-0.001,0.001,-0.002,0.001,-0.003,-0.001,0.006,0.003,-0.004,0.000,0.001,0.001,-0.005,-0.008,0.008,0.007,0.001,0.007,0.004,-0.005,0.013,0.013,0.002,-0.019,-0.002
92,27543,Progonomys sp.,,8.2,Time 6,24,M1/,1.760,1.090,1.117,0.492,51.000,62.000,-0.001,-0.001,0.000,0.001,0.001,-0.003,-0.001,0.002,-0.002,0.001,0.000,-0.002,0.001,0.002,0.004,0.013,-0.001,0.004,-0.005,-0.008,-0.001,-0.005,0.021,-0.005,0.001,-0.009,0.011,0.005
93,27551,Progonomys sp.,,8.2,Time 6,24,M1/,1.820,1.070,1.105,0.434,44.000,62.000,0.000,0.000,0.001,0.001,0.001,0.001,0.001,0.008,0.000,-0.001,0.001,0.001,-0.002,0.001,0.005,0.006,0.000,-0.005,0.010,-0.010,0.012,0.006,-0.005,-0.017,-0.005,-0.003,-0.031,0.029
94,33404,Progonomys sp.,,8.2,Time 6,34,M1/,1.930,1.080,1.075,0.414,37.000,66.000,0.000,-0.001,0.001,-0.001,-0.002,0.003,0.002,0.005,0.000,0.002,-0.003,0.003,-0.008,0.000,0.001,0.004,-0.001,-0.007,0.018,0.002,-0.022,0.014,-0.013,0.003,-0.005,0.008,-0.019,0.007
95,27465,morphotype 7,,8.7,,387,M1/,1.860,1.200,1.099,0.502,57.000,65.000,0.000,0.001,0.002,0.001,0.001,0.000,-0.002,-0.002,-0.003,-0.001,0.000,-0.002,0.006,0.004,-0.002,0.003,0.012,-0.006,-0.002,-0.016,0.012,0.001,0.014,0.003,0.018,0.006,0.029,0.005
96,27466,morphotype 7,,8.7,,387,M1/,1.950,1.210,1.176,0.440,43.000,61.000,0.001,0.000,0.000,0.000,0.001,0.000,0.000,0.003,-0.003,-0.002,-0.003,-0.007,0.000,0.002,0.006,0.002,0.001,0.006,0.004,-0.014,-0.008,0.004,0.026,0.018,0.022,-0.018,-0.002,-0.023
97,27484,Karnimata sp. (+ large Karnimata sp.),,8.75,Time 5,388,M1/,2.630,1.570,1.094,0.693,60.000,65.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.002,-0.001,-0.002,0.001,0.000,-0.001,0.000,-0.001,0.002,-0.003,-0.006,-0.012,0.004,-0.008,0.006,-0.009,-0.003,0.014,0.013,0.019,0.007,0.001,0.009
98,27486,Karnimata sp. (+ large Karnimata sp.),,8.75,Time 5,388,M1/,2.530,1.650,1.154,0.706,61.000,71.000,0.000,0.000,0.001,0.000,-0.002,0.000,-0.003,-0.001,0.001,-0.002,0.004,0.007,0.002,0.005,-0.001,-0.005,-0.010,-0.001,-0.026,-0.007,0.018,-0.009,0.042,0.008,-0.009,0.009,0.036,0.039
99,27490,Karnimata sp. (+ large Karnimata sp.),,8.75,Time 5,388,M1/,2.400,1.490,1.141,0.633,56.000,72.000,-0.001,-0.002,-0.001,-0.002,-0.003,-0.003,-0.002,-0.004,-0.001,-0.003,-0.004,-0.001,-0.002,0.007,0.000,-0.004,-0.015,0.002,-0.015,0.003,-0.015,0.006,0.016,0.010,0.023,0.017,0.016,0.007
100,27505,Karnimata sp. (+ large Karnimata sp.),,8.75,Time 5,388,M1/,2.420,1.550,1.139,0.742,58.000,66.000,-0.002,-0.004,0.000,-0.001,-0.003,0.001,-0.004,-0.005,0.004,-0.004,-0.004,-0.001,0.001,0.009,-0.006,-0.020,-0.022,-0.011,-0.014,-0.006,0.002,0.006,0.014,0.028,0.006,0.013,-0.004,-0.001
101,27507,Karnimata sp. (+ large Karnimata sp.),,8.75,Time 5,388,M1/,2.250,1.480,1.166,0.627,58.000,68.000,-0.001,-0.002,0.001,0.000,-0.001,0.001,-0.004,0.002,0.002,-0.007,-0.004,-0.002,0.003,0.010,-0.002,-0.009,-0.011,-0.008,-0.016,-0.003,0.003,-0.001,0.036,0.009,0.000,-0.007,0.028,0.007
102,27512,morphotype 4,,8.75,,388,M1/,2.240,1.350,1.145,0.615,60.000,69.000,-0.002,-0.002,0.000,0.001,0.001,0.000,-0.003,0.002,0.002,-0.003,-0.002,0.001,0.003,0.005,-0.003,-0.008,-0.008,-0.008,-0.018,-0.008,-0.002,0.014,0.010,0.001,0.020,-0.001,-0.036,0.022
103,27483,Progonomys sp.,,8.75,Time 5,388,M1/,1.620,1.020,1.086,0.501,43.000,67.000,0.003,0.004,0.000,-0.001,0.002,0.002,0.004,0.001,-0.003,0.005,-0.004,-0.009,-0.002,-0.003,0.002,0.004,0.004,-0.007,0.010,-0.008,-0.005,0.008,0.016,0.020,0.016,-0.006,0.004,-0.029
104,27485,Progonomys sp.,,8.75,Time 5,388,M1/,1.740,1.060,1.124,0.435,43.000,75.000,0.000,0.000,-0.003,-0.003,-0.002,-0.002,0.003,0.000,-0.001,-0.002,-0.003,-0.001,-0.004,0.000,0.002,0.004,-0.001,-0.005,0.014,-0.004,-0.002,0.016,0.002,-0.002,-0.002,0.006,0.019,0.010
105,27487,Progonomys sp.,,8.75,Time 5,388,M1/,1.790,1.100,1.123,0.397,38.000,68.000,-0.001,-0.001,0.001,0.001,0.001,-0.002,-0.001,-0.001,-0.003,0.001,0.000,-0.001,0.003,0.004,0.001,0.007,0.008,0.002,0.004,-0.006,-0.003,0.017,0.002,0.009,0.010,-0.013,-0.001,-0.009
106,27488,Progonomys sp.,,8.75,Time 5,388,M1/,1.820,1.190,1.127,0.442,50.000,55.000,0.001,0.001,0.000,0.000,0.001,-0.001,-0.001,0.001,-0.003,-0.004,-0.005,-0.006,0.003,0.011,0.005,-0.003,-0.003,-0.013,-0.005,-0.017,0.002,0.009,0.026,0.004,0.004,0.010,-0.007,-0.019
107,27491,Progonomys sp.,,8.75,Time 5,388,M1/,1.830,1.130,1.070,0.375,42.000,64.000,0.003,0.002,0.000,0.000,0.001,0.001,0.001,0.002,-0.004,-0.001,-0.003,-0.001,0.000,0.007,0.006,0.001,0.010,-0.015,0.005,-0.009,0.001,0.023,0.003,0.009,0.014,-0.009,-0.006,-0.005
108,27492,Progonomys sp.,,8.75,Time 5,388,M1/,1.710,1.060,1.039,0.399,35.000,57.000,0.000,0.002,-0.001,0.001,0.003,-0.001,0.003,0.000,-0.001,0.002,0.002,-0.004,0.005,-0.006,-0.001,0.007,0.010,0.003,-0.002,-0.006,0.028,0.006,0.002,0.015,0.011,-0.015,-0.020,-0.002
109,27493,Progonomys sp.,,8.75,Time 5,388,M1/,1.860,1.110,1.047,0.383,40.000,63.000,-0.001,0.000,0.000,0.001,0.002,-0.001,-0.001,0.004,-0.003,-0.002,-0.004,-0.005,0.004,0.004,-0.001,0.007,0.015,-0.010,0.010,-0.015,0.003,0.007,0.037,0.013,0.021,-0.006,-0.019,-0.003
